_source.data.protocol,_source.data.id,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.description,_source.rule.groups,_source.rule.pci_dss,_source.rule.tsc,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.mitre.id,_source.rule.frequency,_source.rule.hipaa,_source.agent.description,_source.rule.id,history._source.rule.firedtimes,history._source.data.id.200,history._source.data.id.300,history._source.data.id.400,history._source.data.id.500,T1212,T1068,T1064,T1210,T1083,T1055,T1190,output_2,output_1
GET,200,34,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31100,113,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,49,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31100,146,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,3265,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,3251,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,1162,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,1164,2,0,3,0,0,0,0,0,0,0,0,brute_force,ATTACK
GET,500,71,0,6,XSS (Cross Site Scripting) attempt.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4"",""6.5.7""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]","[""T1064""]", ,nan,APACHE_SERVER,31105,256,5,0,0,0,0,0,0,0,0,0,0,XSS,ATTACK
GET,200,5841,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,5839,1,0,0,4,0,0,1,0,1,1,1,NORMAL,NORMAL
GET,500,2314,0,5,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]", , , , , , , ,APACHE_SERVER,31122,5988,3,0,0,2,0,0,1,0,0,0,0,NORMAL,NORMAL
GET,304,473,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,512,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,400,475,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , ,APACHE_SERVER,31101,482,0,0,5,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,6192,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,6151,1,4,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,773,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,787,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,20,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31100,19,4,0,1,0,0,0,0,0,0,0,0,Broken_Authentication,ATTACK
POST,401,277,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , ,APACHE_SERVER,31101,280,0,0,5,0,0,0,0,0,0,0,0,brute_force,ATTACK
GET,500,110,0,5,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]", , , , , , , ,APACHE_SERVER,31122,280,0,0,0,5,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,387,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,388,1,2,2,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,170,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31100,533,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,54,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,46,0,4,1,0,0,0,0,0,0,0,0,NORMAL,NORMAL
POST,401,4,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , ,APACHE_SERVER,31101,58,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,490,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,511,4,0,0,1,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,3512,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,3510,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,97,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,100,2,3,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,270,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,275,5,0,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,36,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,25,3,2,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,552,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31100,585,5,0,0,0,0,0,0,0,0,0,0,XSS,ATTACK
GET,500,300,0,5,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]", , , , , , , ,APACHE_SERVER,31122,307,0,0,1,4,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,862,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,710,5,0,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,4,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31100,23,1,4,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,47,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,63,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,3120,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,3126,4,1,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,500,1,0,5,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]", , , , , , , ,APACHE_SERVER,31122,267,5,0,0,0,0,0,0,0,0,0,1,NORMAL,NORMAL
GET,500,726,0,6,XSS (Cross Site Scripting) attempt.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4"",""6.5.7""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]","[""T1064""]", , ,APACHE_SERVER,31105,2288,0,0,0,5,0,0,2,0,0,0,0,NORMAL,NORMAL
GET,200,585,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,185,0,0,5,0,0,0,0,0,0,0,0,brute_force,ATTACK
GET,200,122,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31100,511,5,0,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,400,481,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , ,APACHE_SERVER,31101,5675,1,0,2,2,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,368,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,396,5,0,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,94,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,103,2,3,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,500,31,0,5,Web server 500 error code (Internal Error).,"[""web"",""accesslog"",""system_error""]", , , , , , ,nan,APACHE_SERVER,31122,1019,0,4,0,1,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,434,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,431,3,2,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,401,149,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , ,nan,APACHE_SERVER,31101,457,0,4,0,1,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,304,731,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31100,4640,1,4,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
POST,401,38,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , , ,APACHE_SERVER,31101,51,0,0,5,0,0,0,0,0,0,0,0,brute_force,ATTACK
GET,304,5,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,1208,2,3,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
GET,200,4611,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31108,4608,1,0,0,4,0,0,1,0,1,1,1,NORMAL,NORMAL
GET,500,460,0,7,SQL injection attempt.,"[""web"",""accesslog"",""attack"",""sql_injection""]","[""6.5"",""11.4"",""6.5.1""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]","[""T1190""]", , ,APACHE_SERVER,31103,417,0,0,0,5,0,0,0,0,0,1,4,NORMAL,NORMAL
GET,200,443,0,6,A web attack returned code 200 (success).,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]","[""T1190""]", , ,APACHE_SERVER,31106,5942,3,0,0,2,0,0,0,0,0,1,1,NORMAL,NORMAL
GET,304,607,0,1,Access log messages grouped.,"[""web"",""accesslog""]", , , , , , , ,APACHE_SERVER,31100,4257,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
POST,401,90,0,5,Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]", , ,nan,APACHE_SERVER,31101,100,0,0,5,0,0,0,0,0,0,0,0,brute_force,ATTACK
GET,200,415,0,1,Ignored URLs (simple queries).,"[""web"",""accesslog""]", , , , , , ,nan,APACHE_SERVER,31108,416,0,5,0,0,0,0,0,0,0,0,0,NORMAL,NORMAL
